id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target
74671,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,1
65475,47,management,married,primary,no,1122,yes,no,cellular,20,apr,222,5,-1,0,unknown,0
85329,30,admin.,single,unknown,no,0,yes,no,cellular,19,nov,1206,2,-1,0,unknown,0
35247,33,services,married,secondary,no,847,yes,no,unknown,2,jun,127,1,-1,0,unknown,0
61666,36,technician,married,secondary,no,195,yes,no,unknown,8,may,380,2,-1,0,unknown,0
70492,54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,unknown,1
33897,33,blue-collar,married,primary,no,1002,yes,no,unknown,30,may,201,4,-1,0,unknown,0
05449,59,retired,married,primary,no,5521,yes,yes,unknown,13,may,94,1,-1,0,unknown,0
94846,36,management,single,tertiary,no,171,no,no,unknown,17,jun,398,4,-1,0,unknown,0
07534,77,retired,married,tertiary,no,0,no,no,cellular,6,apr,190,1,-1,0,unknown,0
36304,30,technician,married,secondary,no,398,yes,no,cellular,17,apr,132,2,238,2,failure,0
49060,51,admin.,divorced,secondary,no,212,yes,yes,cellular,16,apr,168,1,-1,0,unknown,0
87527,52,services,married,primary,no,2618,yes,no,cellular,21,nov,73,2,-1,0,unknown,0
49775,40,technician,married,primary,no,210,yes,no,cellular,12,may,22,4,-1,0,unknown,0
66005,26,blue-collar,divorced,secondary,no,241,yes,no,unknown,16,may,136,1,-1,0,unknown,0
06757,24,blue-collar,single,unknown,no,76,yes,no,unknown,19,may,345,1,-1,0,unknown,0
71278,39,services,married,secondary,no,1970,yes,no,unknown,8,jun,30,1,404,2,success,0
36845,42,blue-collar,single,primary,no,-376,yes,no,cellular,18,may,53,1,-1,0,unknown,0
06645,31,management,married,tertiary,no,-692,yes,yes,cellular,6,may,117,2,-1,0,unknown,0
13101,37,blue-collar,married,primary,no,27,no,no,unknown,6,jun,80,1,-1,0,unknown,0
94461,39,services,married,secondary,no,64,no,no,cellular,29,jul,100,3,-1,0,unknown,0
98771,60,retired,married,primary,no,174,yes,yes,cellular,2,feb,157,2,252,1,failure,0
55658,52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,unknown,0
03471,46,services,married,tertiary,no,2520,yes,no,cellular,19,nov,144,1,-1,0,unknown,0
33957,35,management,single,tertiary,no,331,yes,no,cellular,18,may,30,5,-1,0,unknown,0
35366,39,blue-collar,married,secondary,no,276,no,yes,cellular,25,jul,441,12,-1,0,unknown,0
66559,44,housemaid,married,primary,no,398,no,no,cellular,7,jul,187,3,-1,0,unknown,0
73867,33,management,single,tertiary,no,168,yes,no,unknown,13,may,155,1,-1,0,unknown,0
74549,49,admin.,married,secondary,no,1047,no,no,cellular,8,aug,133,4,-1,0,unknown,0
58114,49,admin.,married,secondary,no,387,yes,no,unknown,14,may,347,1,-1,0,unknown,0
58406,61,technician,married,tertiary,no,0,no,no,cellular,3,apr,224,1,-1,0,unknown,0
84124,34,admin.,married,secondary,no,16489,yes,no,cellular,20,nov,145,1,-1,0,unknown,0
14827,44,management,married,tertiary,no,0,yes,no,unknown,28,may,260,1,-1,0,unknown,0
54390,30,admin.,married,secondary,no,0,no,no,cellular,1,jun,318,1,-1,0,unknown,1
55859,34,housemaid,married,primary,no,0,yes,no,cellular,4,feb,77,1,-1,0,unknown,0
12041,33,entrepreneur,married,unknown,no,73,yes,no,cellular,11,aug,156,1,263,2,failure,0
87766,33,admin.,single,tertiary,no,1077,no,no,cellular,26,may,118,2,-1,0,unknown,0
94642,30,technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,0
24639,54,admin.,married,secondary,no,3136,yes,no,telephone,19,nov,72,1,-1,0,unknown,0
76584,57,admin.,married,unknown,no,596,no,no,cellular,29,jan,90,1,-1,0,unknown,0
93249,37,blue-collar,single,secondary,no,690,yes,no,cellular,18,nov,105,1,179,2,failure,0
22541,48,technician,single,tertiary,no,104,yes,no,cellular,5,may,124,2,344,1,other,0
91694,36,admin.,married,secondary,no,68,no,yes,cellular,8,jul,85,4,-1,0,unknown,0
94345,34,management,married,tertiary,no,986,yes,no,unknown,2,jun,105,11,-1,0,unknown,0
04850,58,entrepreneur,married,primary,no,124,yes,no,cellular,7,jul,293,7,-1,0,unknown,0
11058,40,blue-collar,divorced,secondary,no,0,yes,no,unknown,6,may,121,2,-1,0,unknown,0
25328,33,management,single,tertiary,no,275,no,no,cellular,18,nov,348,1,-1,0,unknown,0
28690,42,technician,married,secondary,no,4466,no,no,cellular,17,nov,158,2,-1,0,unknown,0
29012,54,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,2,-1,0,unknown,1
35789,64,management,married,primary,no,0,yes,no,cellular,16,feb,65,1,-1,0,unknown,0
34756,46,management,married,secondary,no,1306,yes,no,telephone,17,nov,155,1,-1,0,unknown,0
91142,48,management,divorced,secondary,no,1598,yes,no,unknown,29,may,84,1,-1,0,unknown,0
49084,28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,1
48002,28,management,single,tertiary,no,7544,yes,no,unknown,26,may,470,1,-1,0,unknown,0
36896,31,technician,married,secondary,no,783,no,no,telephone,9,feb,10,5,-1,0,unknown,0
08235,77,retired,divorced,primary,no,2693,no,no,cellular,25,oct,83,2,94,12,other,0
99618,47,admin.,divorced,secondary,no,1139,yes,no,cellular,11,jul,106,2,-1,0,unknown,0
16948,38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,1
30530,36,blue-collar,married,secondary,no,779,yes,no,cellular,14,may,172,1,-1,0,unknown,0
43212,43,blue-collar,married,unknown,no,1123,yes,no,cellular,16,apr,191,2,322,3,failure,0
73963,40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,97,2,-1,0,unknown,0
12403,37,blue-collar,married,secondary,no,91,yes,no,cellular,18,may,8,5,-1,0,unknown,0
77331,55,housemaid,married,primary,no,578,no,no,cellular,11,aug,189,2,-1,0,unknown,0
32047,53,retired,married,primary,no,61,no,yes,cellular,10,jul,190,1,-1,0,unknown,0
32799,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure,0
72892,54,management,married,tertiary,no,1460,no,yes,cellular,3,feb,341,3,202,7,other,0
82651,81,retired,married,secondary,no,93,no,no,cellular,7,dec,164,1,-1,0,unknown,0
14661,37,blue-collar,single,primary,no,12130,yes,no,unknown,18,jun,429,13,-1,0,unknown,0
15976,22,services,single,secondary,no,236,yes,no,cellular,18,may,236,2,-1,0,unknown,0
92682,37,management,married,tertiary,no,7100,no,no,cellular,20,nov,757,2,-1,0,unknown,0
07052,56,entrepreneur,married,unknown,no,575,no,no,unknown,20,jun,18,2,-1,0,unknown,0
65845,33,technician,single,secondary,no,-96,no,no,cellular,29,jan,213,4,-1,0,unknown,0
23596,41,management,married,tertiary,yes,-1176,yes,yes,cellular,31,jul,81,1,-1,0,unknown,0
99931,33,technician,single,unknown,no,10600,no,no,cellular,5,feb,202,1,267,2,failure,0
02255,49,retired,married,primary,no,3478,no,no,unknown,11,jun,484,5,-1,0,unknown,0
48204,31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,579,2,-1,0,unknown,1
30334,59,technician,divorced,secondary,no,-296,no,yes,cellular,29,jan,34,1,-1,0,unknown,0
87027,56,management,married,secondary,no,145,no,no,cellular,4,feb,224,1,-1,0,unknown,0
40024,42,management,married,secondary,no,0,no,no,unknown,7,may,234,4,-1,0,unknown,0
72030,33,admin.,single,secondary,no,241,no,no,cellular,22,jul,490,1,-1,0,unknown,0
64678,54,management,married,tertiary,no,511,no,no,cellular,17,feb,1201,3,-1,0,unknown,0
69474,34,blue-collar,single,secondary,no,550,yes,no,cellular,20,apr,90,3,346,1,failure,0
15099,28,student,single,tertiary,no,737,yes,no,unknown,27,may,125,1,-1,0,unknown,0
58827,37,blue-collar,divorced,secondary,no,811,yes,yes,cellular,6,apr,185,3,-1,0,unknown,0
92488,37,unemployed,single,primary,no,1241,no,no,unknown,9,jun,60,2,-1,0,unknown,0
31112,32,technician,married,secondary,no,-410,yes,yes,cellular,12,may,179,3,-1,0,unknown,0
76098,48,blue-collar,married,secondary,no,1143,yes,no,cellular,20,aug,93,3,-1,0,unknown,0
60825,32,technician,single,secondary,no,12,no,no,cellular,7,aug,173,2,-1,0,unknown,0
41459,27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,4,-1,0,unknown,0
17201,34,technician,married,secondary,no,1254,no,no,cellular,6,may,77,3,-1,0,unknown,0
21033,55,retired,married,secondary,no,18722,yes,no,unknown,12,may,128,2,-1,0,unknown,0
26710,31,blue-collar,divorced,primary,no,158,yes,no,unknown,28,may,157,1,-1,0,unknown,0
98477,39,management,single,tertiary,no,12437,no,no,telephone,18,nov,40,1,-1,0,unknown,0
64694,47,entrepreneur,divorced,tertiary,no,178,no,no,cellular,4,feb,291,1,-1,0,unknown,0
94938,50,housemaid,married,tertiary,no,5260,yes,no,cellular,24,jul,51,2,-1,0,unknown,0
00611,42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure,1
48082,38,services,married,secondary,no,5293,yes,no,cellular,21,nov,1199,3,155,3,other,0
02402,27,admin.,married,secondary,no,4,yes,no,unknown,6,may,243,1,-1,0,unknown,0
79761,31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,349,1,357,3,success,1
06514,40,blue-collar,married,primary,no,2502,yes,no,cellular,18,may,205,1,-1,0,unknown,0
82249,44,housemaid,married,secondary,no,122,no,no,cellular,28,jan,68,2,-1,0,unknown,0
74514,25,technician,single,secondary,no,1400,yes,yes,unknown,16,may,424,1,-1,0,unknown,0
83468,41,unemployed,single,secondary,no,295,no,no,cellular,29,jul,509,1,-1,0,unknown,0
25593,31,blue-collar,married,secondary,no,1039,yes,no,unknown,28,may,44,7,-1,0,unknown,0
00385,40,management,married,tertiary,no,640,yes,no,cellular,17,apr,202,2,-1,0,unknown,0
91346,52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,1
02560,36,management,married,tertiary,no,1041,yes,no,cellular,14,may,480,2,-1,0,unknown,0
87901,50,technician,single,secondary,no,-463,yes,no,unknown,27,may,269,3,-1,0,unknown,0
97577,30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,181,2,success,1
13124,42,blue-collar,married,primary,no,163,yes,no,unknown,29,may,62,6,-1,0,unknown,0
10876,34,services,married,secondary,no,457,yes,no,unknown,30,may,67,2,-1,0,unknown,0
48324,55,management,married,secondary,no,0,no,no,unknown,18,jun,324,2,-1,0,unknown,0
91242,21,student,single,secondary,no,210,no,no,telephone,4,feb,123,2,174,1,failure,0
66425,38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,15,jul,138,4,-1,0,unknown,0
48373,47,admin.,married,secondary,no,298,yes,no,cellular,11,may,183,1,-1,0,unknown,0
39034,32,management,single,tertiary,no,999,yes,no,cellular,20,nov,50,1,-1,0,unknown,0
20361,26,self-employed,single,tertiary,no,657,no,yes,cellular,17,mar,159,2,-1,0,unknown,0
97389,37,management,divorced,tertiary,no,503,yes,no,cellular,6,may,220,1,-1,0,unknown,0
62579,38,unemployed,divorced,secondary,no,0,yes,no,unknown,30,may,281,4,-1,0,unknown,0
55661,38,management,married,tertiary,no,1444,yes,no,cellular,7,jul,139,2,-1,0,unknown,0
14116,34,services,married,secondary,no,0,yes,no,cellular,29,jul,55,3,-1,0,unknown,0
09911,54,technician,divorced,secondary,no,-11,yes,no,cellular,12,may,168,4,-1,0,unknown,0
69914,34,technician,married,secondary,no,652,yes,yes,cellular,18,jul,50,4,-1,0,unknown,0
90443,50,blue-collar,married,secondary,no,1553,yes,no,cellular,31,jul,53,2,-1,0,unknown,0
63391,33,management,single,tertiary,no,1120,no,no,cellular,11,aug,1070,2,-1,0,unknown,1
98623,31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,1
55541,65,retired,married,secondary,no,23421,no,no,cellular,2,feb,432,1,-1,0,unknown,0
90077,26,admin.,single,secondary,no,802,no,no,cellular,30,jan,77,1,2,2,other,0
40159,29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,0
90436,44,technician,divorced,secondary,no,976,yes,no,unknown,14,may,302,2,-1,0,unknown,0
50622,45,technician,divorced,secondary,no,299,yes,no,cellular,28,jan,368,1,-1,0,unknown,0
96519,52,management,married,tertiary,no,4173,no,yes,cellular,21,nov,159,2,-1,0,unknown,0
59188,35,management,single,tertiary,no,331,no,no,cellular,14,aug,857,2,-1,0,unknown,1
37045,58,unknown,married,tertiary,no,4150,no,no,unknown,6,jun,363,1,-1,0,unknown,0
00568,52,entrepreneur,married,secondary,yes,-36,no,yes,cellular,15,jul,199,4,-1,0,unknown,0
10281,45,management,married,tertiary,no,81,no,yes,cellular,30,jul,61,3,-1,0,unknown,0
09103,43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,1
67788,34,technician,married,tertiary,no,0,no,no,cellular,21,jul,589,2,-1,0,unknown,0
02584,32,management,married,tertiary,no,2414,no,no,cellular,12,aug,439,4,-1,0,unknown,0
29401,48,technician,married,secondary,no,606,yes,no,cellular,19,aug,231,4,-1,0,unknown,0
06002,33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,1
61896,30,housemaid,married,tertiary,no,113,yes,yes,cellular,3,feb,230,3,-1,0,unknown,0
87672,60,services,married,secondary,no,-46,no,no,unknown,23,may,132,2,-1,0,unknown,0
68460,22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,1
11715,40,services,married,secondary,no,278,yes,no,cellular,18,may,9,5,-1,0,unknown,0
09528,57,retired,married,secondary,no,8,no,no,cellular,11,jul,93,2,-1,0,unknown,0
41345,37,admin.,single,secondary,no,0,no,no,cellular,23,oct,93,1,-1,0,unknown,0
13391,41,blue-collar,married,primary,no,875,yes,no,cellular,14,apr,189,2,-1,0,unknown,0
69589,27,technician,married,secondary,no,267,yes,no,cellular,18,may,166,4,-1,0,unknown,0
83307,32,admin.,single,secondary,no,540,yes,no,cellular,21,nov,379,2,-1,0,unknown,0
80266,34,management,married,tertiary,no,2032,no,no,cellular,28,aug,103,12,-1,0,unknown,0
35135,50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,0
29509,55,admin.,married,secondary,no,859,no,no,telephone,8,jul,153,1,-1,0,unknown,0
69978,37,admin.,divorced,tertiary,no,4303,yes,no,unknown,23,may,168,1,-1,0,unknown,0
05942,29,services,single,secondary,no,-251,no,no,cellular,25,jul,98,1,-1,0,unknown,0
35075,30,admin.,single,secondary,yes,-228,yes,no,cellular,15,may,101,1,371,1,failure,0
97025,32,admin.,single,secondary,no,154,yes,no,cellular,26,apr,135,1,521,2,failure,0
78728,29,blue-collar,married,secondary,no,912,yes,no,cellular,13,may,785,1,-1,0,unknown,0
45540,31,blue-collar,single,secondary,no,1686,yes,no,unknown,28,may,85,2,-1,0,unknown,0
34254,51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,316,5,-1,0,unknown,0
90999,34,admin.,single,secondary,no,391,yes,no,unknown,9,may,192,2,-1,0,unknown,0
46163,57,management,married,tertiary,no,1016,no,no,telephone,10,dec,208,1,-1,0,unknown,0
40343,34,management,single,tertiary,no,1049,yes,no,cellular,11,jul,55,1,-1,0,unknown,0
45031,36,admin.,married,secondary,no,-206,yes,no,cellular,2,feb,122,1,-1,0,unknown,0
06200,31,technician,married,secondary,no,310,yes,no,cellular,17,apr,334,2,240,2,failure,0
63544,46,blue-collar,married,primary,no,0,no,no,cellular,22,aug,65,2,-1,0,unknown,0
54265,46,technician,married,secondary,no,518,no,no,cellular,25,aug,68,6,-1,0,unknown,0
03219,50,management,single,tertiary,no,592,no,no,cellular,8,aug,445,4,-1,0,unknown,0
59245,45,self-employed,married,secondary,no,396,no,no,cellular,28,aug,238,1,-1,0,unknown,0
65136,47,admin.,single,secondary,no,15,no,no,cellular,2,feb,71,1,266,4,failure,0
87205,24,student,married,unknown,no,146,no,no,cellular,16,apr,176,1,-1,0,unknown,0
89367,57,retired,married,secondary,no,3545,yes,no,unknown,14,may,138,2,-1,0,unknown,0
58692,42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,0
52832,38,blue-collar,single,secondary,no,68,no,no,unknown,5,jun,90,2,-1,0,unknown,0
70830,22,student,single,secondary,no,2139,no,no,cellular,17,mar,133,8,-1,0,unknown,0
73165,31,blue-collar,single,secondary,no,-538,no,yes,cellular,6,feb,521,1,-1,0,unknown,0
06072,27,blue-collar,single,secondary,no,672,yes,no,unknown,23,may,164,1,-1,0,unknown,0
81676,39,services,married,secondary,no,435,yes,no,cellular,15,may,411,6,175,3,other,0
21049,45,management,single,tertiary,no,5694,yes,no,cellular,18,nov,145,2,193,2,failure,0
42607,45,management,married,tertiary,no,-61,no,no,cellular,30,jan,90,5,172,1,failure,0
53332,55,management,single,tertiary,no,430,no,no,cellular,29,aug,79,4,-1,0,unknown,0
44182,58,blue-collar,married,secondary,no,1507,yes,yes,cellular,19,nov,255,6,189,1,other,0
91355,38,blue-collar,married,primary,no,-41,yes,no,cellular,21,jul,68,10,-1,0,unknown,0
06459,69,retired,married,secondary,no,148,no,no,telephone,4,sep,101,1,-1,0,unknown,0
26024,48,management,divorced,tertiary,yes,-625,yes,no,unknown,29,may,125,2,-1,0,unknown,0
07340,42,management,married,tertiary,no,0,yes,no,cellular,9,jul,98,1,-1,0,unknown,0
27731,25,management,single,tertiary,no,565,yes,no,cellular,9,apr,175,1,-1,0,unknown,0
53541,47,services,married,primary,no,504,no,yes,unknown,18,jun,156,3,-1,0,unknown,0
58325,49,management,divorced,tertiary,no,2564,yes,no,cellular,31,jul,744,8,-1,0,unknown,0
79185,56,technician,married,secondary,no,147,no,no,cellular,12,apr,203,1,-1,0,unknown,0
94141,41,technician,married,secondary,no,2990,yes,no,unknown,30,may,62,3,-1,0,unknown,0
17319,38,services,divorced,secondary,no,446,yes,no,unknown,18,jun,373,4,-1,0,unknown,0
01569,35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,0
16608,34,technician,married,tertiary,no,0,no,no,cellular,20,aug,129,2,-1,0,unknown,0
63252,49,services,married,secondary,no,1345,yes,no,cellular,20,apr,254,1,-1,0,unknown,0
96324,40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,359,1,-1,0,unknown,0
65614,33,blue-collar,married,primary,no,-457,yes,yes,cellular,6,may,128,1,350,1,failure,0
79425,36,management,single,tertiary,no,687,yes,no,cellular,12,may,43,1,347,2,failure,0
43541,57,housemaid,married,primary,no,473,no,no,unknown,9,jun,87,1,-1,0,unknown,0
37438,32,technician,single,secondary,no,28,yes,no,cellular,17,apr,598,1,150,1,failure,0
13587,30,housemaid,single,tertiary,no,868,no,no,cellular,7,aug,387,2,-1,0,unknown,0
48925,24,blue-collar,single,secondary,no,674,yes,yes,unknown,28,may,294,1,-1,0,unknown,0
72249,31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,1
21661,43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,199,2,146,1,failure,0
60932,31,admin.,divorced,secondary,no,47,yes,no,unknown,19,may,34,9,-1,0,unknown,0
87351,78,retired,married,primary,no,680,no,no,telephone,24,may,838,1,89,9,failure,0
92341,32,management,married,tertiary,no,710,yes,no,cellular,17,jul,181,2,-1,0,unknown,0
74273,51,admin.,single,secondary,yes,-2,no,no,unknown,5,may,402,3,-1,0,unknown,0
01470,45,technician,married,secondary,no,999,yes,no,unknown,16,may,656,2,-1,0,unknown,0
25175,34,technician,single,secondary,no,1866,no,no,cellular,4,nov,95,1,-1,0,unknown,0
50420,34,unemployed,divorced,tertiary,yes,530,yes,no,cellular,7,may,57,1,-1,0,unknown,0
68196,36,admin.,divorced,secondary,no,181,yes,no,cellular,7,may,271,2,-1,0,unknown,0
19095,31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144,4,-1,0,unknown,0
69418,39,technician,divorced,secondary,no,688,yes,yes,cellular,1,apr,233,2,133,1,failure,0
66148,47,admin.,divorced,primary,no,1095,yes,no,cellular,18,nov,171,1,110,2,other,0
04491,53,management,married,tertiary,no,1102,no,no,cellular,24,jul,78,1,-1,0,unknown,0
72177,31,technician,married,secondary,no,0,yes,yes,cellular,10,jul,114,1,-1,0,unknown,0
59206,22,student,single,secondary,no,246,yes,no,telephone,12,may,25,1,-1,0,unknown,0
37338,46,admin.,divorced,primary,no,505,no,yes,cellular,18,jul,119,4,-1,0,unknown,0
89626,44,blue-collar,single,secondary,no,276,yes,no,unknown,29,jun,13,1,411,6,failure,0
49634,45,technician,married,secondary,no,5749,no,no,telephone,25,may,180,1,-1,0,unknown,0
86632,35,management,single,tertiary,no,694,yes,no,cellular,6,apr,129,1,-1,0,unknown,0
24840,62,retired,married,primary,no,1515,yes,no,cellular,15,apr,98,4,178,3,failure,0
35933,49,technician,divorced,secondary,no,-53,yes,yes,unknown,26,jun,253,1,-1,0,unknown,0
22873,60,retired,married,primary,no,957,no,no,cellular,6,aug,224,2,-1,0,unknown,0
88579,52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,failure,1
06944,20,student,single,secondary,no,215,no,no,cellular,24,feb,175,1,92,6,success,1
85828,30,management,married,tertiary,no,32,yes,no,unknown,6,may,122,3,-1,0,unknown,0
88814,42,technician,married,secondary,no,682,yes,no,cellular,14,jul,285,2,-1,0,unknown,0
74958,49,self-employed,married,tertiary,no,202,yes,no,cellular,18,nov,139,1,166,3,other,0
10036,52,blue-collar,married,primary,no,1884,no,no,unknown,11,jun,68,4,-1,0,unknown,0
19703,34,management,married,tertiary,no,714,yes,no,cellular,21,nov,328,4,113,27,failure,0
80139,32,management,single,tertiary,no,6359,no,no,cellular,6,aug,184,1,-1,0,unknown,0
23926,47,self-employed,married,tertiary,no,1245,no,no,cellular,26,aug,17,15,-1,0,unknown,0
71086,42,management,married,tertiary,no,294,no,no,cellular,26,aug,513,1,-1,0,unknown,1
54604,30,services,married,secondary,no,0,yes,no,unknown,9,may,20,1,-1,0,unknown,0
44033,29,blue-collar,married,primary,no,59,yes,yes,cellular,29,jul,665,4,-1,0,unknown,0
14152,48,self-employed,divorced,secondary,yes,7,no,no,unknown,20,jun,633,2,-1,0,unknown,0
80980,37,blue-collar,married,secondary,no,5334,no,no,unknown,6,jun,58,1,-1,0,unknown,0
72972,39,management,married,tertiary,no,15,yes,yes,cellular,21,nov,90,2,-1,0,unknown,0
29305,44,management,divorced,tertiary,no,2422,yes,no,cellular,21,jul,141,2,-1,0,unknown,0
00758,32,management,married,tertiary,no,263,no,no,cellular,22,aug,175,1,-1,0,unknown,0
17793,51,management,married,tertiary,no,642,no,no,unknown,19,may,183,2,-1,0,unknown,0
13224,57,blue-collar,single,primary,no,739,yes,no,cellular,14,may,172,2,364,1,failure,0
37135,34,blue-collar,married,secondary,no,0,yes,yes,cellular,7,may,175,4,-1,0,unknown,0
16417,29,management,single,tertiary,no,144,yes,no,unknown,2,jun,105,3,-1,0,unknown,0
02797,40,management,single,primary,no,259,yes,no,cellular,8,may,70,1,-1,0,unknown,0
65018,36,services,single,secondary,no,14,yes,no,cellular,25,jul,320,3,-1,0,unknown,0
79626,45,management,married,tertiary,no,0,no,no,cellular,24,jul,523,2,-1,0,unknown,0
16234,34,unemployed,married,tertiary,no,425,no,no,cellular,3,feb,289,2,-1,0,unknown,0
47664,52,management,married,secondary,no,5601,no,no,cellular,4,aug,46,1,-1,0,unknown,0
34420,48,services,married,secondary,no,288,yes,no,cellular,5,may,142,3,-1,0,unknown,0
34857,36,blue-collar,married,secondary,no,771,yes,no,unknown,9,may,213,4,-1,0,unknown,0
28340,26,self-employed,single,tertiary,no,993,no,no,cellular,8,oct,152,1,-1,0,unknown,0
62107,43,blue-collar,divorced,secondary,no,370,yes,no,unknown,7,may,216,1,-1,0,unknown,0
13148,36,unemployed,married,secondary,no,1453,no,no,unknown,6,jun,386,1,-1,0,unknown,0
50715,47,housemaid,married,primary,no,1747,yes,no,cellular,20,apr,325,1,-1,0,unknown,0
13603,53,self-employed,married,tertiary,no,4675,yes,no,cellular,29,jul,60,4,-1,0,unknown,0
06600,34,management,married,tertiary,no,250,no,no,cellular,9,dec,787,1,188,8,other,0
71805,37,services,single,secondary,no,21,yes,no,cellular,2,feb,96,1,271,2,other,0
58646,57,retired,married,primary,no,37,no,no,unknown,25,jun,259,2,-1,0,unknown,0
48888,35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,unknown,0
29110,43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,-1,0,unknown,0
83426,46,management,married,tertiary,no,273,yes,no,cellular,15,sep,1962,1,105,3,failure,1
47471,30,blue-collar,married,secondary,no,136,no,no,cellular,18,aug,101,1,-1,0,unknown,0
43950,46,unemployed,married,secondary,no,931,no,no,cellular,29,jul,156,5,-1,0,unknown,0
54883,33,blue-collar,married,primary,no,324,yes,no,cellular,13,may,217,2,-1,0,unknown,0
92223,25,student,single,tertiary,no,5,no,no,cellular,29,sep,138,1,-1,0,unknown,0
03022,32,management,married,tertiary,no,0,no,no,unknown,9,may,280,1,-1,0,unknown,0
86170,25,student,single,secondary,no,1139,yes,no,unknown,15,may,22,3,-1,0,unknown,0
28137,48,management,married,tertiary,no,0,yes,no,unknown,6,jun,300,5,-1,0,unknown,0
99555,60,retired,married,tertiary,no,81,yes,no,unknown,5,may,101,1,-1,0,unknown,0
44326,56,unemployed,married,secondary,no,-246,no,yes,cellular,28,jan,461,2,204,2,failure,0
30170,34,blue-collar,married,secondary,no,584,yes,no,cellular,18,jul,154,2,-1,0,unknown,0
30510,33,technician,single,tertiary,no,179,yes,no,cellular,18,nov,432,2,181,4,other,0
49020,28,student,single,secondary,no,0,no,no,cellular,18,feb,209,20,-1,0,unknown,1
38026,35,management,single,tertiary,no,252,yes,no,cellular,8,aug,89,2,-1,0,unknown,0
56276,33,management,single,tertiary,no,3495,yes,yes,cellular,21,nov,11,2,-1,0,unknown,0
20204,45,technician,married,secondary,no,1415,yes,no,cellular,24,jul,311,1,-1,0,unknown,0
70050,34,admin.,single,secondary,no,713,no,no,cellular,5,feb,124,2,-1,0,unknown,0
92699,30,admin.,single,secondary,no,60,no,no,cellular,29,jan,55,2,-1,0,unknown,0
07884,28,admin.,single,secondary,no,-103,yes,no,unknown,12,may,252,4,-1,0,unknown,0
08277,56,retired,married,primary,no,152,yes,yes,cellular,30,jul,65,7,-1,0,unknown,0
49629,31,blue-collar,single,secondary,no,-571,yes,no,cellular,28,jul,68,3,-1,0,unknown,0
84003,46,technician,married,secondary,no,399,yes,no,unknown,9,jun,699,2,-1,0,unknown,0
91111,50,blue-collar,divorced,primary,no,-19,yes,no,cellular,21,jul,407,11,-1,0,unknown,0
63928,27,student,single,secondary,no,1411,no,no,cellular,2,feb,92,1,-1,0,unknown,0
48636,41,blue-collar,married,primary,no,201,yes,no,cellular,3,feb,157,1,-1,0,unknown,1
54891,33,management,married,tertiary,no,17946,yes,no,cellular,6,feb,195,5,259,1,failure,0
15894,56,entrepreneur,married,unknown,no,88,yes,no,unknown,13,may,172,2,-1,0,unknown,0
23437,57,retired,married,primary,no,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,0
34255,33,technician,married,secondary,no,0,yes,no,cellular,20,apr,210,2,-1,0,unknown,0
32392,52,entrepreneur,single,unknown,no,0,no,no,unknown,20,jun,9,2,-1,0,unknown,0
21936,51,admin.,married,secondary,no,-895,yes,no,cellular,20,apr,104,5,-1,0,unknown,0
